"epoch","val.loss","val.mae","loss","mae"
1,0.0316483378410339,0.0100481091067195,0.0331703573465347,0.010207898914814
2,0.0578935481607914,0.0161252040416002,0.0281461216509342,0.00912122894078493
3,0.0436850264668465,0.0145234130322933,0.0439179502427578,0.0121033936738968
4,0.0284265149384737,0.0104225557297468,0.0286811571568251,0.00936364009976387
5,0.0448672845959663,0.014762120321393,0.0268259588629007,0.00948371179401875
