"mass","form","mod","rad","ref","thk","shape","ht","vol","conc","hd","keff","sd"
950,"alpha","h2o",40.64,"h2o",5.08,"sph",81.28,281157.5,0.003378889,1,0.52229,0.00012
950,"alpha","h2o",40.64,"h2o",7.62,"sph",81.28,281157.5,0.003378889,1,0.52278,0.00011
950,"alpha","h2o",40.64,"h2o",10.16,"sph",81.28,281157.5,0.003378889,1,0.52255,0.00012
950,"alpha","h2o",40.64,"h2o",12.7,"sph",81.28,281157.5,0.003378889,1,0.52265,0.00012
950,"alpha","h2o",40.64,"h2o",15.24,"sph",81.28,281157.5,0.003378889,1,0.52276,0.00012
950,"alpha","h2o",43.18,"h2o",2.54,"sph",86.36,337238,0.002817002,1,0.46325,1e-04
950,"alpha","h2o",43.18,"h2o",5.08,"sph",86.36,337238,0.002817002,1,0.4638,1e-04
950,"alpha","h2o",43.18,"h2o",7.62,"sph",86.36,337238,0.002817002,1,0.46401,0.00011
950,"alpha","h2o",43.18,"h2o",10.16,"sph",86.36,337238,0.002817002,1,0.46397,1e-04
950,"alpha","h2o",43.18,"h2o",12.7,"sph",86.36,337238,0.002817002,1,0.46411,0.00011
950,"alpha","h2o",43.18,"h2o",15.24,"sph",86.36,337238,0.002817002,1,0.46384,0.00011
950,"alpha","h2o",45.72,"h2o",2.54,"sph",91.44,400320,0.002373102,1,0.41141,9e-05
950,"alpha","h2o",45.72,"h2o",5.08,"sph",91.44,400320,0.002373102,1,0.41204,9e-05
950,"alpha","h2o",45.72,"h2o",7.62,"sph",91.44,400320,0.002373102,1,0.41196,9e-05
950,"alpha","h2o",45.72,"h2o",10.16,"sph",91.44,400320,0.002373102,1,0.41188,9e-05
950,"alpha","h2o",45.72,"h2o",12.7,"sph",91.44,400320,0.002373102,1,0.41195,1e-04
950,"alpha","h2o",45.72,"h2o",15.24,"sph",91.44,400320,0.002373102,1,0.41207,9e-05
975,"alpha","h2o",2.54,"h2o",2.54,"sph",5.08,68.64197,14.20414,1,0.50299,0.00025
975,"alpha","h2o",2.54,"h2o",5.08,"sph",5.08,68.64197,14.20414,1,0.522,0.00027
975,"alpha","h2o",2.54,"h2o",7.62,"sph",5.08,68.64197,14.20414,1,0.52796,0.00027
975,"alpha","h2o",2.54,"h2o",10.16,"sph",5.08,68.64197,14.20414,1,0.52954,0.00029
975,"alpha","h2o",2.54,"h2o",12.7,"sph",5.08,68.64197,14.20414,1,0.5295,0.00027
975,"alpha","h2o",2.54,"h2o",15.24,"sph",5.08,68.64197,14.20414,1,0.52954,0.00027
975,"alpha","h2o",5.08,"h2o",2.54,"sph",10.16,549.1358,1.775517,1,0.47011,0.00034
975,"alpha","h2o",5.08,"h2o",5.08,"sph",10.16,549.1358,1.775517,1,0.50538,0.00035
975,"alpha","h2o",5.08,"h2o",7.62,"sph",10.16,549.1358,1.775517,1,0.51567,0.00034
975,"alpha","h2o",5.08,"h2o",10.16,"sph",10.16,549.1358,1.775517,1,0.51845,0.00035
975,"alpha","h2o",5.08,"h2o",12.7,"sph",10.16,549.1358,1.775517,1,0.5186,0.00036
975,"alpha","h2o",5.08,"h2o",15.24,"sph",10.16,549.1358,1.775517,1,0.51921,0.00035
975,"alpha","h2o",7.62,"h2o",2.54,"sph",15.24,1853.333,0.5260792,1,0.6282,4e-04
975,"alpha","h2o",7.62,"h2o",5.08,"sph",15.24,1853.333,0.5260792,1,0.66179,0.00039
975,"alpha","h2o",7.62,"h2o",7.62,"sph",15.24,1853.333,0.5260792,1,0.67301,0.00039
975,"alpha","h2o",7.62,"h2o",10.16,"sph",15.24,1853.333,0.5260792,1,0.67605,0.00039
975,"alpha","h2o",7.62,"h2o",12.7,"sph",15.24,1853.333,0.5260792,1,0.67664,4e-04
975,"alpha","h2o",7.62,"h2o",15.24,"sph",15.24,1853.333,0.5260792,1,0.67646,0.00039
975,"alpha","h2o",10.16,"h2o",2.54,"sph",20.32,4393.086,0.2219396,1,0.79383,0.00044
975,"alpha","h2o",10.16,"h2o",5.08,"sph",20.32,4393.086,0.2219396,1,0.82235,0.00042
975,"alpha","h2o",10.16,"h2o",7.62,"sph",20.32,4393.086,0.2219396,1,0.8319,0.00047
975,"alpha","h2o",10.16,"h2o",10.16,"sph",20.32,4393.086,0.2219396,1,0.83526,4e-04
975,"alpha","h2o",10.16,"h2o",12.7,"sph",20.32,4393.086,0.2219396,1,0.8351,0.00045
975,"alpha","h2o",10.16,"h2o",15.24,"sph",20.32,4393.086,0.2219396,1,0.83535,0.00044
975,"alpha","h2o",12.7,"h2o",2.54,"sph",25.4,8580.247,0.1136331,1,0.93146,0.00045
975,"alpha","h2o",12.7,"h2o",5.08,"sph",25.4,8580.247,0.1136331,1,0.95393,0.00043
975,"alpha","h2o",12.7,"h2o",7.62,"sph",25.4,8580.247,0.1136331,1,0.96091,0.00042
975,"alpha","h2o",12.7,"h2o",10.16,"sph",25.4,8580.247,0.1136331,1,0.9634,0.00045
975,"alpha","h2o",12.7,"h2o",12.7,"sph",25.4,8580.247,0.1136331,1,0.96346,0.00048
975,"alpha","h2o",12.7,"h2o",15.24,"sph",25.4,8580.247,0.1136331,1,0.96431,0.00045
975,"alpha","h2o",15.24,"h2o",2.54,"sph",30.48,14826.67,0.06575989,1,1.0232,0.00043
975,"alpha","h2o",15.24,"h2o",5.08,"sph",30.48,14826.67,0.06575989,1,1.04085,0.00046
975,"alpha","h2o",15.24,"h2o",7.62,"sph",30.48,14826.67,0.06575989,1,1.04701,0.00041
975,"alpha","h2o",15.24,"h2o",10.16,"sph",30.48,14826.67,0.06575989,1,1.04889,0.00044
975,"alpha","h2o",15.24,"h2o",12.7,"sph",30.48,14826.67,0.06575989,1,1.0485,0.00043
975,"alpha","h2o",15.24,"h2o",15.24,"sph",30.48,14826.67,0.06575989,1,1.04844,0.00046
975,"alpha","h2o",17.78,"h2o",2.54,"sph",35.56,23544.2,0.04141148,1,1.06832,0.00041
975,"alpha","h2o",17.78,"h2o",5.08,"sph",35.56,23544.2,0.04141148,1,1.08081,4e-04
975,"alpha","h2o",17.78,"h2o",7.62,"sph",35.56,23544.2,0.04141148,1,1.0851,0.00041
975,"alpha","h2o",17.78,"h2o",10.16,"sph",35.56,23544.2,0.04141148,1,1.08595,4e-04
975,"alpha","h2o",17.78,"h2o",12.7,"sph",35.56,23544.2,0.04141148,1,1.08609,0.00038
975,"alpha","h2o",17.78,"h2o",15.24,"sph",35.56,23544.2,0.04141148,1,1.08642,0.00039
975,"alpha","h2o",20.32,"h2o",2.54,"sph",40.64,35144.69,0.02774245,1,1.06751,0.00037
975,"alpha","h2o",20.32,"h2o",5.08,"sph",40.64,35144.69,0.02774245,1,1.07719,0.00035
975,"alpha","h2o",20.32,"h2o",7.62,"sph",40.64,35144.69,0.02774245,1,1.08044,0.00037
975,"alpha","h2o",20.32,"h2o",10.16,"sph",40.64,35144.69,0.02774245,1,1.0816,0.00038
975,"alpha","h2o",20.32,"h2o",12.7,"sph",40.64,35144.69,0.02774245,1,1.08198,0.00037
975,"alpha","h2o",20.32,"h2o",15.24,"sph",40.64,35144.69,0.02774245,1,1.08231,0.00036
975,"alpha","h2o",22.86,"h2o",2.54,"sph",45.72,50040,0.01948441,1,1.03434,0.00034
975,"alpha","h2o",22.86,"h2o",5.08,"sph",45.72,50040,0.01948441,1,1.04124,0.00033
975,"alpha","h2o",22.86,"h2o",7.62,"sph",45.72,50040,0.01948441,1,1.04347,0.00033
975,"alpha","h2o",22.86,"h2o",10.16,"sph",45.72,50040,0.01948441,1,1.04422,0.00034
975,"alpha","h2o",22.86,"h2o",12.7,"sph",45.72,50040,0.01948441,1,1.0443,0.00032
975,"alpha","h2o",22.86,"h2o",15.24,"sph",45.72,50040,0.01948441,1,1.04468,0.00033
975,"alpha","h2o",25.4,"h2o",2.54,"sph",50.8,68641.97,0.01420414,1,0.97581,0.00028
975,"alpha","h2o",25.4,"h2o",5.08,"sph",50.8,68641.97,0.01420414,1,0.98215,0.00029
975,"alpha","h2o",25.4,"h2o",7.62,"sph",50.8,68641.97,0.01420414,1,0.9826,3e-04
975,"alpha","h2o",25.4,"h2o",10.16,"sph",50.8,68641.97,0.01420414,1,0.98288,0.00029
975,"alpha","h2o",25.4,"h2o",12.7,"sph",50.8,68641.97,0.01420414,1,0.98393,0.00028
975,"alpha","h2o",25.4,"h2o",15.24,"sph",50.8,68641.97,0.01420414,1,0.98309,0.00029
975,"alpha","h2o",27.94,"h2o",2.54,"sph",55.88,91362.47,0.01067178,1,0.9038,0.00027
975,"alpha","h2o",27.94,"h2o",5.08,"sph",55.88,91362.47,0.01067178,1,0.90815,0.00025
975,"alpha","h2o",27.94,"h2o",7.62,"sph",55.88,91362.47,0.01067178,1,0.90902,0.00025
975,"alpha","h2o",27.94,"h2o",10.16,"sph",55.88,91362.47,0.01067178,1,0.90923,0.00025
975,"alpha","h2o",27.94,"h2o",12.7,"sph",55.88,91362.47,0.01067178,1,0.90939,0.00024
975,"alpha","h2o",27.94,"h2o",15.24,"sph",55.88,91362.47,0.01067178,1,0.90952,0.00024
975,"alpha","h2o",30.48,"h2o",2.54,"sph",60.96,118613.3,0.008219987,1,0.82527,0.00023
975,"alpha","h2o",30.48,"h2o",5.08,"sph",60.96,118613.3,0.008219987,1,0.82756,0.00022
975,"alpha","h2o",30.48,"h2o",7.62,"sph",60.96,118613.3,0.008219987,1,0.82862,0.00021
975,"alpha","h2o",30.48,"h2o",10.16,"sph",60.96,118613.3,0.008219987,1,0.82929,0.00023
975,"alpha","h2o",30.48,"h2o",12.7,"sph",60.96,118613.3,0.008219987,1,0.82963,0.00021
975,"alpha","h2o",30.48,"h2o",15.24,"sph",60.96,118613.3,0.008219987,1,0.82892,0.00023
975,"alpha","h2o",33.02,"h2o",2.54,"sph",66.04,150806.4,0.006465242,1,0.74519,0.00019
975,"alpha","h2o",33.02,"h2o",5.08,"sph",66.04,150806.4,0.006465242,1,0.74722,0.00019
975,"alpha","h2o",33.02,"h2o",7.62,"sph",66.04,150806.4,0.006465242,1,0.74792,0.00019
975,"alpha","h2o",33.02,"h2o",10.16,"sph",66.04,150806.4,0.006465242,1,0.7483,0.00018
975,"alpha","h2o",33.02,"h2o",12.7,"sph",66.04,150806.4,0.006465242,1,0.74831,0.00019
975,"alpha","h2o",33.02,"h2o",15.24,"sph",66.04,150806.4,0.006465242,1,0.74867,0.00019
975,"alpha","h2o",35.56,"h2o",2.54,"sph",71.12,188353.6,0.005176435,1,0.66862,0.00017
975,"alpha","h2o",35.56,"h2o",5.08,"sph",71.12,188353.6,0.005176435,1,0.67007,0.00017
975,"alpha","h2o",35.56,"h2o",7.62,"sph",71.12,188353.6,0.005176435,1,0.67074,0.00017
975,"alpha","h2o",35.56,"h2o",10.16,"sph",71.12,188353.6,0.005176435,1,0.67028,0.00016
975,"alpha","h2o",35.56,"h2o",12.7,"sph",71.12,188353.6,0.005176435,1,0.67054,0.00016
975,"alpha","h2o",35.56,"h2o",15.24,"sph",71.12,188353.6,0.005176435,1,0.67129,0.00016
975,"alpha","h2o",38.1,"h2o",2.54,"sph",76.2,231666.7,0.004208633,1,0.59657,0.00015
975,"alpha","h2o",38.1,"h2o",5.08,"sph",76.2,231666.7,0.004208633,1,0.59801,0.00014
975,"alpha","h2o",38.1,"h2o",7.62,"sph",76.2,231666.7,0.004208633,1,0.59836,0.00015
975,"alpha","h2o",38.1,"h2o",10.16,"sph",76.2,231666.7,0.004208633,1,0.59826,0.00014
975,"alpha","h2o",38.1,"h2o",12.7,"sph",76.2,231666.7,0.004208633,1,0.59809,0.00014
975,"alpha","h2o",38.1,"h2o",15.24,"sph",76.2,231666.7,0.004208633,1,0.59869,0.00014
975,"alpha","h2o",40.64,"h2o",2.54,"sph",81.28,281157.5,0.003467807,1,0.5314,0.00013
975,"alpha","h2o",40.64,"h2o",5.08,"sph",81.28,281157.5,0.003467807,1,0.532,0.00012
975,"alpha","h2o",40.64,"h2o",7.62,"sph",81.28,281157.5,0.003467807,1,0.53236,0.00012
975,"alpha","h2o",40.64,"h2o",10.16,"sph",81.28,281157.5,0.003467807,1,0.53244,0.00013
975,"alpha","h2o",40.64,"h2o",12.7,"sph",81.28,281157.5,0.003467807,1,0.53245,0.00012
975,"alpha","h2o",40.64,"h2o",15.24,"sph",81.28,281157.5,0.003467807,1,0.53258,0.00012
975,"alpha","h2o",43.18,"h2o",2.54,"sph",86.36,337238,0.002891133,1,0.47197,0.00011
975,"alpha","h2o",43.18,"h2o",5.08,"sph",86.36,337238,0.002891133,1,0.47283,1e-04
975,"alpha","h2o",43.18,"h2o",7.62,"sph",86.36,337238,0.002891133,1,0.4731,9e-05
975,"alpha","h2o",43.18,"h2o",10.16,"sph",86.36,337238,0.002891133,1,0.47321,0.00011
975,"alpha","h2o",43.18,"h2o",12.7,"sph",86.36,337238,0.002891133,1,0.47305,1e-04
975,"alpha","h2o",43.18,"h2o",15.24,"sph",86.36,337238,0.002891133,1,0.47316,0.00011
975,"alpha","h2o",45.72,"h2o",2.54,"sph",91.44,400320,0.002435552,1,0.41956,9e-05
975,"alpha","h2o",45.72,"h2o",5.08,"sph",91.44,400320,0.002435552,1,0.42018,9e-05
975,"alpha","h2o",45.72,"h2o",7.62,"sph",91.44,400320,0.002435552,1,0.42049,1e-04
975,"alpha","h2o",45.72,"h2o",10.16,"sph",91.44,400320,0.002435552,1,0.42028,9e-05
975,"alpha","h2o",45.72,"h2o",12.7,"sph",91.44,400320,0.002435552,1,0.42036,1e-04
975,"alpha","h2o",45.72,"h2o",15.24,"sph",91.44,400320,0.002435552,1,0.42042,9e-05
1000,"alpha","h2o",2.54,"h2o",2.54,"sph",5.08,68.64197,14.56835,1,0.51152,0.00025
1000,"alpha","h2o",2.54,"h2o",5.08,"sph",5.08,68.64197,14.56835,1,0.52995,0.00029
1000,"alpha","h2o",2.54,"h2o",7.62,"sph",5.08,68.64197,14.56835,1,0.53587,0.00028
1000,"alpha","h2o",2.54,"h2o",10.16,"sph",5.08,68.64197,14.56835,1,0.53774,0.00027
1000,"alpha","h2o",2.54,"h2o",12.7,"sph",5.08,68.64197,14.56835,1,0.53856,0.00028
1000,"alpha","h2o",2.54,"h2o",15.24,"sph",5.08,68.64197,14.56835,1,0.5382,0.00027
1000,"alpha","h2o",5.08,"h2o",2.54,"sph",10.16,549.1358,1.821043,1,0.47285,0.00037
1000,"alpha","h2o",5.08,"h2o",5.08,"sph",10.16,549.1358,1.821043,1,0.50702,0.00037
1000,"alpha","h2o",5.08,"h2o",7.62,"sph",10.16,549.1358,1.821043,1,0.51731,0.00034
1000,"alpha","h2o",5.08,"h2o",10.16,"sph",10.16,549.1358,1.821043,1,0.52061,0.00036
1000,"alpha","h2o",5.08,"h2o",12.7,"sph",10.16,549.1358,1.821043,1,0.52149,0.00036
1000,"alpha","h2o",5.08,"h2o",15.24,"sph",10.16,549.1358,1.821043,1,0.52154,0.00034
1000,"alpha","h2o",7.62,"h2o",2.54,"sph",15.24,1853.333,0.5395684,1,0.62891,0.00041
1000,"alpha","h2o",7.62,"h2o",5.08,"sph",15.24,1853.333,0.5395684,1,0.66321,4e-04
1000,"alpha","h2o",7.62,"h2o",7.62,"sph",15.24,1853.333,0.5395684,1,0.67339,4e-04
1000,"alpha","h2o",7.62,"h2o",10.16,"sph",15.24,1853.333,0.5395684,1,0.67573,0.00041
1000,"alpha","h2o",7.62,"h2o",12.7,"sph",15.24,1853.333,0.5395684,1,0.67762,0.00039
1000,"alpha","h2o",7.62,"h2o",15.24,"sph",15.24,1853.333,0.5395684,1,0.67798,4e-04
1000,"alpha","h2o",10.16,"h2o",2.54,"sph",20.32,4393.086,0.2276304,1,0.79378,4e-04
1000,"alpha","h2o",10.16,"h2o",5.08,"sph",20.32,4393.086,0.2276304,1,0.82272,0.00042
1000,"alpha","h2o",10.16,"h2o",7.62,"sph",20.32,4393.086,0.2276304,1,0.83265,0.00041
1000,"alpha","h2o",10.16,"h2o",10.16,"sph",20.32,4393.086,0.2276304,1,0.83419,0.00042
1000,"alpha","h2o",10.16,"h2o",12.7,"sph",20.32,4393.086,0.2276304,1,0.83512,0.00043
1000,"alpha","h2o",10.16,"h2o",15.24,"sph",20.32,4393.086,0.2276304,1,0.83684,0.00043
1000,"alpha","h2o",12.7,"h2o",2.54,"sph",25.4,8580.247,0.1165468,1,0.93246,0.00044
1000,"alpha","h2o",12.7,"h2o",5.08,"sph",25.4,8580.247,0.1165468,1,0.95556,0.00045
1000,"alpha","h2o",12.7,"h2o",7.62,"sph",25.4,8580.247,0.1165468,1,0.96211,0.00044
1000,"alpha","h2o",12.7,"h2o",10.16,"sph",25.4,8580.247,0.1165468,1,0.96459,0.00046
1000,"alpha","h2o",12.7,"h2o",12.7,"sph",25.4,8580.247,0.1165468,1,0.96507,0.00045
1000,"alpha","h2o",12.7,"h2o",15.24,"sph",25.4,8580.247,0.1165468,1,0.96467,0.00048
1000,"alpha","h2o",15.24,"h2o",2.54,"sph",30.48,14826.67,0.06744604,1,1.02518,0.00045
1000,"alpha","h2o",15.24,"h2o",5.08,"sph",30.48,14826.67,0.06744604,1,1.04366,0.00042
1000,"alpha","h2o",15.24,"h2o",7.62,"sph",30.48,14826.67,0.06744604,1,1.04963,0.00042
1000,"alpha","h2o",15.24,"h2o",10.16,"sph",30.48,14826.67,0.06744604,1,1.05002,0.00042
1000,"alpha","h2o",15.24,"h2o",12.7,"sph",30.48,14826.67,0.06744604,1,1.05082,0.00041
1000,"alpha","h2o",15.24,"h2o",15.24,"sph",30.48,14826.67,0.06744604,1,1.05125,0.00044
1000,"alpha","h2o",17.78,"h2o",2.54,"sph",35.56,23544.2,0.04247331,1,1.07127,0.00042
1000,"alpha","h2o",17.78,"h2o",5.08,"sph",35.56,23544.2,0.04247331,1,1.08366,4e-04
1000,"alpha","h2o",17.78,"h2o",7.62,"sph",35.56,23544.2,0.04247331,1,1.08826,4e-04
1000,"alpha","h2o",17.78,"h2o",10.16,"sph",35.56,23544.2,0.04247331,1,1.08991,0.00044
1000,"alpha","h2o",17.78,"h2o",12.7,"sph",35.56,23544.2,0.04247331,1,1.09029,0.00039
1000,"alpha","h2o",17.78,"h2o",15.24,"sph",35.56,23544.2,0.04247331,1,1.09098,0.00043
1000,"alpha","h2o",20.32,"h2o",2.54,"sph",40.64,35144.69,0.0284538,1,1.07332,0.00039
1000,"alpha","h2o",20.32,"h2o",5.08,"sph",40.64,35144.69,0.0284538,1,1.08389,0.00039
1000,"alpha","h2o",20.32,"h2o",7.62,"sph",40.64,35144.69,0.0284538,1,1.08589,0.00037
1000,"alpha","h2o",20.32,"h2o",10.16,"sph",40.64,35144.69,0.0284538,1,1.08744,0.00036
1000,"alpha","h2o",20.32,"h2o",12.7,"sph",40.64,35144.69,0.0284538,1,1.08749,0.00036
1000,"alpha","h2o",20.32,"h2o",15.24,"sph",40.64,35144.69,0.0284538,1,1.08847,0.00036
1000,"alpha","h2o",22.86,"h2o",2.54,"sph",45.72,50040,0.01998401,1,1.04138,0.00032
1000,"alpha","h2o",22.86,"h2o",5.08,"sph",45.72,50040,0.01998401,1,1.0483,0.00033
1000,"alpha","h2o",22.86,"h2o",7.62,"sph",45.72,50040,0.01998401,1,1.05192,0.00032
1000,"alpha","h2o",22.86,"h2o",10.16,"sph",45.72,50040,0.01998401,1,1.05163,0.00032
1000,"alpha","h2o",22.86,"h2o",12.7,"sph",45.72,50040,0.01998401,1,1.05202,0.00031
1000,"alpha","h2o",22.86,"h2o",15.24,"sph",45.72,50040,0.01998401,1,1.05226,0.00031
1000,"alpha","h2o",25.4,"h2o",2.54,"sph",50.8,68641.97,0.01456835,1,0.98526,0.00028
1000,"alpha","h2o",25.4,"h2o",5.08,"sph",50.8,68641.97,0.01456835,1,0.99072,0.00029
1000,"alpha","h2o",25.4,"h2o",7.62,"sph",50.8,68641.97,0.01456835,1,0.99267,0.00029
1000,"alpha","h2o",25.4,"h2o",10.16,"sph",50.8,68641.97,0.01456835,1,0.99278,0.00027
1000,"alpha","h2o",25.4,"h2o",12.7,"sph",50.8,68641.97,0.01456835,1,0.99279,0.00029
1000,"alpha","h2o",25.4,"h2o",15.24,"sph",50.8,68641.97,0.01456835,1,0.99245,3e-04
1000,"alpha","h2o",27.94,"h2o",2.54,"sph",55.88,91362.47,0.01094541,1,0.9137,0.00025
1000,"alpha","h2o",27.94,"h2o",5.08,"sph",55.88,91362.47,0.01094541,1,0.91757,0.00025
1000,"alpha","h2o",27.94,"h2o",7.62,"sph",55.88,91362.47,0.01094541,1,0.91896,0.00025
1000,"alpha","h2o",27.94,"h2o",10.16,"sph",55.88,91362.47,0.01094541,1,0.91955,0.00024
1000,"alpha","h2o",27.94,"h2o",12.7,"sph",55.88,91362.47,0.01094541,1,0.91967,0.00025
1000,"alpha","h2o",27.94,"h2o",15.24,"sph",55.88,91362.47,0.01094541,1,0.91918,0.00024
1000,"alpha","h2o",30.48,"h2o",2.54,"sph",60.96,118613.3,0.008430756,1,0.83573,0.00022
1000,"alpha","h2o",30.48,"h2o",5.08,"sph",60.96,118613.3,0.008430756,1,0.8384,0.00023
1000,"alpha","h2o",30.48,"h2o",7.62,"sph",60.96,118613.3,0.008430756,1,0.83961,0.00023
1000,"alpha","h2o",30.48,"h2o",10.16,"sph",60.96,118613.3,0.008430756,1,0.83962,0.00022
1000,"alpha","h2o",30.48,"h2o",12.7,"sph",60.96,118613.3,0.008430756,1,0.83942,0.00021
1000,"alpha","h2o",30.48,"h2o",15.24,"sph",60.96,118613.3,0.008430756,1,0.83995,0.00022
1000,"alpha","h2o",33.02,"h2o",2.54,"sph",66.04,150806.4,0.006631018,1,0.75583,0.00019
1000,"alpha","h2o",33.02,"h2o",5.08,"sph",66.04,150806.4,0.006631018,1,0.75809,2e-04
1000,"alpha","h2o",33.02,"h2o",7.62,"sph",66.04,150806.4,0.006631018,1,0.7593,2e-04
1000,"alpha","h2o",33.02,"h2o",10.16,"sph",66.04,150806.4,0.006631018,1,0.75913,2e-04
1000,"alpha","h2o",33.02,"h2o",12.7,"sph",66.04,150806.4,0.006631018,1,0.7585,2e-04
1000,"alpha","h2o",33.02,"h2o",15.24,"sph",66.04,150806.4,0.006631018,1,0.75914,0.00019
1000,"alpha","h2o",35.56,"h2o",2.54,"sph",71.12,188353.6,0.005309164,1,0.67858,0.00017
1000,"alpha","h2o",35.56,"h2o",5.08,"sph",71.12,188353.6,0.005309164,1,0.68057,0.00017
1000,"alpha","h2o",35.56,"h2o",7.62,"sph",71.12,188353.6,0.005309164,1,0.68131,0.00017
1000,"alpha","h2o",35.56,"h2o",10.16,"sph",71.12,188353.6,0.005309164,1,0.68125,0.00017
1000,"alpha","h2o",35.56,"h2o",12.7,"sph",71.12,188353.6,0.005309164,1,0.68137,0.00017
1000,"alpha","h2o",35.56,"h2o",15.24,"sph",71.12,188353.6,0.005309164,1,0.68161,0.00015
1000,"alpha","h2o",38.1,"h2o",2.54,"sph",76.2,231666.7,0.004316547,1,0.60648,0.00015
1000,"alpha","h2o",38.1,"h2o",5.08,"sph",76.2,231666.7,0.004316547,1,0.60802,0.00014
1000,"alpha","h2o",38.1,"h2o",7.62,"sph",76.2,231666.7,0.004316547,1,0.60842,0.00015
1000,"alpha","h2o",38.1,"h2o",10.16,"sph",76.2,231666.7,0.004316547,1,0.60871,0.00014
1000,"alpha","h2o",38.1,"h2o",12.7,"sph",76.2,231666.7,0.004316547,1,0.60817,0.00015
1000,"alpha","h2o",38.1,"h2o",15.24,"sph",76.2,231666.7,0.004316547,1,0.60837,0.00015
1000,"alpha","h2o",40.64,"h2o",2.54,"sph",81.28,281157.5,0.003556725,1,0.54052,0.00013
1000,"alpha","h2o",40.64,"h2o",5.08,"sph",81.28,281157.5,0.003556725,1,0.54171,0.00012
1000,"alpha","h2o",40.64,"h2o",7.62,"sph",81.28,281157.5,0.003556725,1,0.54207,0.00013
1000,"alpha","h2o",40.64,"h2o",10.16,"sph",81.28,281157.5,0.003556725,1,0.54178,0.00012
1000,"alpha","h2o",40.64,"h2o",12.7,"sph",81.28,281157.5,0.003556725,1,0.54235,0.00012
1000,"alpha","h2o",40.64,"h2o",15.24,"sph",81.28,281157.5,0.003556725,1,0.5419,0.00013
1000,"alpha","h2o",43.18,"h2o",2.54,"sph",86.36,337238,0.002965265,1,0.4809,0.00011
1000,"alpha","h2o",43.18,"h2o",5.08,"sph",86.36,337238,0.002965265,1,0.48195,0.00011
1000,"alpha","h2o",43.18,"h2o",7.62,"sph",86.36,337238,0.002965265,1,0.48225,0.00011
1000,"alpha","h2o",43.18,"h2o",10.16,"sph",86.36,337238,0.002965265,1,0.48183,0.00011
1000,"alpha","h2o",43.18,"h2o",12.7,"sph",86.36,337238,0.002965265,1,0.48203,0.00011
1000,"alpha","h2o",43.18,"h2o",15.24,"sph",86.36,337238,0.002965265,1,0.48188,0.00011
1000,"alpha","h2o",45.72,"h2o",2.54,"sph",91.44,400320,0.002498002,1,0.42821,9e-05
1000,"alpha","h2o",45.72,"h2o",5.08,"sph",91.44,400320,0.002498002,1,0.42872,1e-04
1000,"alpha","h2o",45.72,"h2o",7.62,"sph",91.44,400320,0.002498002,1,0.42861,9e-05
1000,"alpha","h2o",45.72,"h2o",10.16,"sph",91.44,400320,0.002498002,1,0.42883,9e-05
1000,"alpha","h2o",45.72,"h2o",12.7,"sph",91.44,400320,0.002498002,1,0.42869,9e-05
1000,"alpha","h2o",45.72,"h2o",15.24,"sph",91.44,400320,0.002498002,1,0.42883,1e-04
1025,"alpha","h2o",2.54,"h2o",2.54,"sph",5.08,68.64197,14.93255,1,0.51977,0.00027
1025,"alpha","h2o",2.54,"h2o",5.08,"sph",5.08,68.64197,14.93255,1,0.53872,0.00025
1025,"alpha","h2o",2.54,"h2o",7.62,"sph",5.08,68.64197,14.93255,1,0.54426,0.00027
1025,"alpha","h2o",2.54,"h2o",10.16,"sph",5.08,68.64197,14.93255,1,0.54548,0.00028
1025,"alpha","h2o",2.54,"h2o",12.7,"sph",5.08,68.64197,14.93255,1,0.54659,0.00029
1025,"alpha","h2o",2.54,"h2o",15.24,"sph",5.08,68.64197,14.93255,1,0.54676,0.00028
1025,"alpha","h2o",5.08,"h2o",2.54,"sph",10.16,549.1358,1.866569,1,0.47472,0.00033
1025,"alpha","h2o",5.08,"h2o",5.08,"sph",10.16,549.1358,1.866569,1,0.50877,0.00036
1025,"alpha","h2o",5.08,"h2o",7.62,"sph",10.16,549.1358,1.866569,1,0.51947,0.00036
1025,"alpha","h2o",5.08,"h2o",10.16,"sph",10.16,549.1358,1.866569,1,0.52299,0.00035
1025,"alpha","h2o",5.08,"h2o",12.7,"sph",10.16,549.1358,1.866569,1,0.52358,0.00035
1025,"alpha","h2o",5.08,"h2o",15.24,"sph",10.16,549.1358,1.866569,1,0.52327,0.00034
1025,"alpha","h2o",7.62,"h2o",2.54,"sph",15.24,1853.333,0.5530576,1,0.62965,0.00041
1025,"alpha","h2o",7.62,"h2o",5.08,"sph",15.24,1853.333,0.5530576,1,0.66402,0.00041
1025,"alpha","h2o",7.62,"h2o",7.62,"sph",15.24,1853.333,0.5530576,1,0.67459,0.00039
1025,"alpha","h2o",7.62,"h2o",10.16,"sph",15.24,1853.333,0.5530576,1,0.67823,0.00041
1025,"alpha","h2o",7.62,"h2o",12.7,"sph",15.24,1853.333,0.5530576,1,0.67834,4e-04
1025,"alpha","h2o",7.62,"h2o",15.24,"sph",15.24,1853.333,0.5530576,1,0.67829,4e-04
1025,"alpha","h2o",10.16,"h2o",2.54,"sph",20.32,4393.086,0.2333212,1,0.79444,0.00046
1025,"alpha","h2o",10.16,"h2o",5.08,"sph",20.32,4393.086,0.2333212,1,0.82376,0.00045
